,index,Series,Year,Value,Country
2190,PAK,Real GDP Growth (in %),2024,3.5,Pakistan
2191,PAN,Real GDP Growth (in %),2024,4.0,Panama
2192,PER,Real GDP Growth (in %),2024,3.0,Peru
2193,PHL,Real GDP Growth (in %),2024,5.8,Philippines
2195,PLW,Real GDP Growth (in %),2024,9.6,Palau
2196,PNG,Real GDP Growth (in %),2024,4.4,Papua New Guinea
2200,PRY,Real GDP Growth (in %),2024,3.5,Paraguay
2204,RWA,Real GDP Growth (in %),2024,7.5,Rwanda
2207,SDN,Real GDP Growth (in %),2024,2.7,Sudan
2208,SEN,Real GDP Growth (in %),2024,10.6,Senegal
2211,SLB,Real GDP Growth (in %),2024,2.4,Solomon Islands
2212,SLE,Real GDP Growth (in %),2024,4.8,Sierra Leone
2213,SLV,Real GDP Growth (in %),2024,1.9,El Salvador
2216,SOM,Real GDP Growth (in %),2024,3.7,Somalia
2217,SRB,Real GDP Growth (in %),2024,3.0,Serbia
2219,SSD,Real GDP Growth (in %),2024,4.6,South Sudan
2221,STP,Real GDP Growth (in %),2024,2.5,Sao Tome and Principe
2222,SUR,Real GDP Growth (in %),2024,3.0,Suriname
2226,SWZ,Real GDP Growth (in %),2024,2.5,Eswatini
2228,SYR,Real GDP Growth (in %),2024,,Syrian Arab Republic
2229,TCD,Real GDP Growth (in %),2024,3.7,Chad
2230,TGO,Real GDP Growth (in %),2024,5.5,Togo
2231,THA,Real GDP Growth (in %),2024,3.6,Thailand
2232,TJK,Real GDP Growth (in %),2024,4.5,Tajikistan
2233,TKM,Real GDP Growth (in %),2024,2.1,Turkmenistan
2234,TLS,Real GDP Growth (in %),2024,3.1,Timor-Leste
2235,TON,Real GDP Growth (in %),2024,2.8,Tonga
2237,TUN,Real GDP Growth (in %),2024,1.9,Tunisia
2238,TUR,Real GDP Growth (in %),2024,3.6,Türkiye
2239,TUV,Real GDP Growth (in %),2024,3.1,Tuvalu
2241,TZA,Real GDP Growth (in %),2024,6.2,Tanzania
2242,UGA,Real GDP Growth (in %),2024,5.7,Uganda
2243,UKR,Real GDP Growth (in %),2024,,Ukraine
2247,UZB,Real GDP Growth (in %),2024,5.5,Uzbekistan
2248,VCT,Real GDP Growth (in %),2024,5.0,Saint Vincent and the Grenadines
2249,VEN,Real GDP Growth (in %),2024,4.5,Venezuela
2250,VNM,Real GDP Growth (in %),2024,6.9,Viet Nam
2251,VUT,Real GDP Growth (in %),2024,3.6,Vanuatu
2257,WSM,Real GDP Growth (in %),2024,3.6,Samoa
2258,YEM,Real GDP Growth (in %),2024,2.0,Yemen
2259,ZAF,Real GDP Growth (in %),2024,1.8,South Africa
2260,ZMB,Real GDP Growth (in %),2024,4.1,Zambia
2261,ZWE,Real GDP Growth (in %),2024,2.6,Zimbabwe
2264,AFG,Current account balance (% of GDP),2024,,Afghanistan
2266,AGO,Current account balance (% of GDP),2024,3.1,Angola
2267,ALB,Current account balance (% of GDP),2024,-7.6,Albania
2271,ARG,Current account balance (% of GDP),2024,0.8,Argentina
2272,ARM,Current account balance (% of GDP),2024,-3.3,Armenia
2274,ATG,Current account balance (% of GDP),2024,-12.5,Antigua and Barbuda
2277,AZE,Current account balance (% of GDP),2024,17.4,Azerbaijan
2279,BDI,Current account balance (% of GDP),2024,-13.2,Burundi
2281,BEN,Current account balance (% of GDP),2024,-5.0,Benin
2282,BFA,Current account balance (% of GDP),2024,-2.7,Burkina Faso
2283,BGD,Current account balance (% of GDP),2024,-4.2,Bangladesh
2287,BIH,Current account balance (% of GDP),2024,-3.6,Bosnia and Herzegovina
2288,BLR,Current account balance (% of GDP),2024,1.6,Belarus
2289,BLZ,Current account balance (% of GDP),2024,-7.8,Belize
2290,BOL,Current account balance (% of GDP),2024,-2.6,Bolivia
2291,BRA,Current account balance (% of GDP),2024,-2.7,Brazil
2294,BTN,Current account balance (% of GDP),2024,-15.0,Bhutan
2295,BWA,Current account balance (% of GDP),2024,5.4,Botswana
2296,CAF,Current account balance (% of GDP),2024,-7.4,Central African Republic
2302,CHN,Current account balance (% of GDP),2024,1.1,China (People's Republic of)
2303,CIV,Current account balance (% of GDP),2024,-5.3,Côte d'Ivoire
2305,CMR,Current account balance (% of GDP),2024,-3.0,Cameroon
2306,COD,Current account balance (% of GDP),2024,-3.0,Democratic Republic of the Congo
2307,COG,Current account balance (% of GDP),2024,0.1,Congo
2308,COL,Current account balance (% of GDP),2024,-4.6,Colombia
2309,COM,Current account balance (% of GDP),2024,-6.4,Comoros
2310,CPV,Current account balance (% of GDP),2024,-4.0,Cabo Verde
2311,CRI,Current account balance (% of GDP),2024,-3.4,Costa Rica
2316,DJI,Current account balance (% of GDP),2024,-2.3,Djibouti
2317,DMA,Current account balance (% of GDP),2024,-19.9,Dominica
2319,DOM,Current account balance (% of GDP),2024,-3.9,Dominican Republic
2320,DZA,Current account balance (% of GDP),2024,-2.7,Algeria
2322,ECU,Current account balance (% of GDP),2024,2.0,Ecuador
2325,EGY,Current account balance (% of GDP),2024,-3.1,Egypt
2326,ERI,Current account balance (% of GDP),2024,12.4,Eritrea
2329,ETH,Current account balance (% of GDP),2024,-2.6,Ethiopia
2334,FJI,Current account balance (% of GDP),2024,-10.6,Fiji
2336,FSM,Current account balance (% of GDP),2024,-6.3,Micronesia
2337,GAB,Current account balance (% of GDP),2024,-1.1,Gabon
2339,GEO,Current account balance (% of GDP),2024,-4.2,Georgia
2340,GHA,Current account balance (% of GDP),2024,-2.0,Ghana
2341,GIN,Current account balance (% of GDP),2024,-4.6,Guinea
2342,GMB,Current account balance (% of GDP),2024,-10.5,Gambia
2343,GNB,Current account balance (% of GDP),2024,-4.7,Guinea-Bissau
2344,GNQ,Current account balance (% of GDP),2024,-5.8,Equatorial Guinea
2346,GRD,Current account balance (% of GDP),2024,-13.1,Grenada
2347,GTM,Current account balance (% of GDP),2024,1.6,Guatemala
2348,GUY,Current account balance (% of GDP),2024,27.3,Guyana
2350,HND,Current account balance (% of GDP),2024,-4.0,Honduras
2352,HTI,Current account balance (% of GDP),2024,-0.5,Haiti
2354,IDN,Current account balance (% of GDP),2024,-0.7,Indonesia
2355,IND,Current account balance (% of GDP),2024,-2.2,India
2357,IRN,Current account balance (% of GDP),2024,1.9,Iran
2358,IRQ,Current account balance (% of GDP),2024,-2.5,Iraq
2362,JAM,Current account balance (% of GDP),2024,-2.7,Jamaica
2363,JOR,Current account balance (% of GDP),2024,-5.2,Jordan
2365,KAZ,Current account balance (% of GDP),2024,-2.0,Kazakhstan
2366,KEN,Current account balance (% of GDP),2024,-5.3,Kenya
2367,KGZ,Current account balance (% of GDP),2024,-9.0,Kyrgyzstan
2368,KHM,Current account balance (% of GDP),2024,-9.3,Cambodia
2369,KIR,Current account balance (% of GDP),2024,10.3,Kiribati
2373,LAO,Current account balance (% of GDP),2024,-6.2,Lao People's Democratic Republic
2374,LBN,Current account balance (% of GDP),2024,,Lebanon
2375,LBR,Current account balance (% of GDP),2024,-18.3,Liberia
2376,LBY,Current account balance (% of GDP),2024,13.8,Libya
2377,LCA,Current account balance (% of GDP),2024,0.4,Saint Lucia
2378,LKA,Current account balance (% of GDP),2024,-1.4,Sri Lanka
2379,LSO,Current account balance (% of GDP),2024,1.0,Lesotho
2385,MAR,Current account balance (% of GDP),2024,-3.5,Morocco
2386,MDA,Current account balance (% of GDP),2024,-11.6,Moldova
2387,MDG,Current account balance (% of GDP),2024,-5.1,Madagascar
2388,MDV,Current account balance (% of GDP),2024,-14.2,Maldives
2391,MEX,Current account balance (% of GDP),2024,-1.0,Mexico
2392,MHL,Current account balance (% of GDP),2024,-1.5,Marshall Islands
2393,MKD,Current account balance (% of GDP),2024,-3.7,North Macedonia
2394,MLI,Current account balance (% of GDP),2024,-5.5,Mali
2396,MMR,Current account balance (% of GDP),2024,-1.2,Myanmar
2397,MNE,Current account balance (% of GDP),2024,-11.3,Montenegro
2398,MNG,Current account balance (% of GDP),2024,-16.3,Mongolia
2399,MOZ,Current account balance (% of GDP),2024,-34.6,Mozambique
2400,MRT,Current account balance (% of GDP),2024,-8.6,Mauritania
2401,MUS,Current account balance (% of GDP),2024,-6.8,Mauritius
2402,MWI,Current account balance (% of GDP),2024,-13.3,Malawi
2403,MYS,Current account balance (% of GDP),2024,2.7,Malaysia
2404,NAM,Current account balance (% of GDP),2024,-3.7,Namibia
2406,NER,Current account balance (% of GDP),2024,-8.1,Niger
2407,NGA,Current account balance (% of GDP),2024,-0.5,Nigeria
2408,NIC,Current account balance (% of GDP),2024,-2.8,Nicaragua
2412,NPL,Current account balance (% of GDP),2024,-5.0,Nepal
2413,NRU,Current account balance (% of GDP),2024,-0.2,Nauru
2418,PAK,Current account balance (% of GDP),2024,-2.4,Pakistan
2419,PAN,Current account balance (% of GDP),2024,-4.0,Panama
2420,PER,Current account balance (% of GDP),2024,-2.3,Peru
2421,PHL,Current account balance (% of GDP),2024,-2.4,Philippines
2423,PLW,Current account balance (% of GDP),2024,-47.0,Palau
2424,PNG,Current account balance (% of GDP),2024,22.7,Papua New Guinea
2427,PRY,Current account balance (% of GDP),2024,-3.1,Paraguay
2431,RWA,Current account balance (% of GDP),2024,-12.0,Rwanda
2434,SDN,Current account balance (% of GDP),2024,-8.3,Sudan
2435,SEN,Current account balance (% of GDP),2024,-4.6,Senegal
2438,SLB,Current account balance (% of GDP),2024,-10.2,Solomon Islands
2439,SLE,Current account balance (% of GDP),2024,-5.1,Sierra Leone
2440,SLV,Current account balance (% of GDP),2024,-5.3,El Salvador
2443,SOM,Current account balance (% of GDP),2024,-14.7,Somalia
2444,SRB,Current account balance (% of GDP),2024,-5.7,Serbia
2446,SSD,Current account balance (% of GDP),2024,5.7,South Sudan
2448,STP,Current account balance (% of GDP),2024,-11.3,Sao Tome and Principe
2449,SUR,Current account balance (% of GDP),2024,-2.7,Suriname
2453,SWZ,Current account balance (% of GDP),2024,3.5,Eswatini
2455,SYR,Current account balance (% of GDP),2024,,Syrian Arab Republic
2456,TCD,Current account balance (% of GDP),2024,-4.9,Chad
2457,TGO,Current account balance (% of GDP),2024,-3.7,Togo
2458,THA,Current account balance (% of GDP),2024,3.0,Thailand
2459,TJK,Current account balance (% of GDP),2024,-2.4,Tajikistan
2460,TKM,Current account balance (% of GDP),2024,2.8,Turkmenistan
2461,TLS,Current account balance (% of GDP),2024,-49.0,Timor-Leste
2462,TON,Current account balance (% of GDP),2024,-12.6,Tonga
2464,TUN,Current account balance (% of GDP),2024,-5.7,Tunisia
2465,TUR,Current account balance (% of GDP),2024,-3.2,Türkiye
2466,TUV,Current account balance (% of GDP),2024,0.7,Tuvalu
2468,TZA,Current account balance (% of GDP),2024,-3.3,Tanzania
2469,UGA,Current account balance (% of GDP),2024,-11.9,Uganda
2470,UKR,Current account balance (% of GDP),2024,,Ukraine
2474,UZB,Current account balance (% of GDP),2024,-3.7,Uzbekistan
2475,VCT,Current account balance (% of GDP),2024,-22.1,Saint Vincent and the Grenadines
2476,VEN,Current account balance (% of GDP),2024,5.5,Venezuela
2477,VNM,Current account balance (% of GDP),2024,0.6,Viet Nam
2478,VUT,Current account balance (% of GDP),2024,-1.2,Vanuatu
2483,WSM,Current account balance (% of GDP),2024,-4.0,Samoa
2484,YEM,Current account balance (% of GDP),2024,-13.1,Yemen
2485,ZAF,Current account balance (% of GDP),2024,-2.6,South Africa
2486,ZMB,Current account balance (% of GDP),2024,4.5,Zambia
2487,ZWE,Current account balance (% of GDP),2024,0.8,Zimbabwe
2490,AFG,Change of average inflation rate consumer prices (in %),2024,,Afghanistan
2492,AGO,Change of average inflation rate consumer prices (in %),2024,10.8,Angola
2493,ALB,Change of average inflation rate consumer prices (in %),2024,3.4,Albania
2497,ARG,Change of average inflation rate consumer prices (in %),2024,60.1,Argentina
2498,ARM,Change of average inflation rate consumer prices (in %),2024,5.0,Armenia
2500,ATG,Change of average inflation rate consumer prices (in %),2024,2.6,Antigua and Barbuda
2503,AZE,Change of average inflation rate consumer prices (in %),2024,8.0,Azerbaijan
2505,BDI,Change of average inflation rate consumer prices (in %),2024,13.0,Burundi
2507,BEN,Change of average inflation rate consumer prices (in %),2024,2.0,Benin
2508,BFA,Change of average inflation rate consumer prices (in %),2024,2.3,Burkina Faso
2509,BGD,Change of average inflation rate consumer prices (in %),2024,6.5,Bangladesh
2513,BIH,Change of average inflation rate consumer prices (in %),2024,3.0,Bosnia and Herzegovina
2514,BLR,Change of average inflation rate consumer prices (in %),2024,10.1,Belarus
2515,BLZ,Change of average inflation rate consumer prices (in %),2024,2.5,Belize
2516,BOL,Change of average inflation rate consumer prices (in %),2024,3.7,Bolivia
2517,BRA,Change of average inflation rate consumer prices (in %),2024,4.8,Brazil
2520,BTN,Change of average inflation rate consumer prices (in %),2024,4.4,Bhutan
2521,BWA,Change of average inflation rate consumer prices (in %),2024,5.2,Botswana
2522,CAF,Change of average inflation rate consumer prices (in %),2024,2.7,Central African Republic
2528,CHN,Change of average inflation rate consumer prices (in %),2024,2.2,China (People's Republic of)
2529,CIV,Change of average inflation rate consumer prices (in %),2024,1.8,Côte d'Ivoire
2531,CMR,Change of average inflation rate consumer prices (in %),2024,4.7,Cameroon
2532,COD,Change of average inflation rate consumer prices (in %),2024,7.2,Democratic Republic of the Congo
2533,COG,Change of average inflation rate consumer prices (in %),2024,3.2,Congo
2534,COL,Change of average inflation rate consumer prices (in %),2024,5.4,Colombia
2535,COM,Change of average inflation rate consumer prices (in %),2024,1.4,Comoros
2536,CPV,Change of average inflation rate consumer prices (in %),2024,2.0,Cabo Verde
2537,CRI,Change of average inflation rate consumer prices (in %),2024,3.6,Costa Rica
2542,DJI,Change of average inflation rate consumer prices (in %),2024,3.2,Djibouti
2543,DMA,Change of average inflation rate consumer prices (in %),2024,2.4,Dominica
2545,DOM,Change of average inflation rate consumer prices (in %),2024,4.3,Dominican Republic
2546,DZA,Change of average inflation rate consumer prices (in %),2024,7.7,Algeria
2548,ECU,Change of average inflation rate consumer prices (in %),2024,1.5,Ecuador
2551,EGY,Change of average inflation rate consumer prices (in %),2024,18.0,Egypt
2552,ERI,Change of average inflation rate consumer prices (in %),2024,4.1,Eritrea
2555,ETH,Change of average inflation rate consumer prices (in %),2024,23.5,Ethiopia
2560,FJI,Change of average inflation rate consumer prices (in %),2024,3.0,Fiji
2562,FSM,Change of average inflation rate consumer prices (in %),2024,2.1,Micronesia
2563,GAB,Change of average inflation rate consumer prices (in %),2024,2.6,Gabon
2565,GEO,Change of average inflation rate consumer prices (in %),2024,3.2,Georgia
2566,GHA,Change of average inflation rate consumer prices (in %),2024,22.2,Ghana
2567,GIN,Change of average inflation rate consumer prices (in %),2024,7.5,Guinea
2568,GMB,Change of average inflation rate consumer prices (in %),2024,8.7,Gambia
2569,GNB,Change of average inflation rate consumer prices (in %),2024,3.0,Guinea-Bissau
2570,GNQ,Change of average inflation rate consumer prices (in %),2024,5.2,Equatorial Guinea
2572,GRD,Change of average inflation rate consumer prices (in %),2024,3.0,Grenada
2573,GTM,Change of average inflation rate consumer prices (in %),2024,5.5,Guatemala
2574,GUY,Change of average inflation rate consumer prices (in %),2024,5.5,Guyana
2576,HND,Change of average inflation rate consumer prices (in %),2024,5.3,Honduras
2578,HTI,Change of average inflation rate consumer prices (in %),2024,13.7,Haiti
2580,IDN,Change of average inflation rate consumer prices (in %),2024,3.0,Indonesia
2581,IND,Change of average inflation rate consumer prices (in %),2024,4.4,India
2583,IRN,Change of average inflation rate consumer prices (in %),2024,30.0,Iran
2584,IRQ,Change of average inflation rate consumer prices (in %),2024,1.6,Iraq
2588,JAM,Change of average inflation rate consumer prices (in %),2024,5.0,Jamaica
2589,JOR,Change of average inflation rate consumer prices (in %),2024,2.9,Jordan
2591,KAZ,Change of average inflation rate consumer prices (in %),2024,8.5,Kazakhstan
2592,KEN,Change of average inflation rate consumer prices (in %),2024,5.6,Kenya
2593,KGZ,Change of average inflation rate consumer prices (in %),2024,7.8,Kyrgyzstan
2594,KHM,Change of average inflation rate consumer prices (in %),2024,3.0,Cambodia
2595,KIR,Change of average inflation rate consumer prices (in %),2024,4.5,Kiribati
2599,LAO,Change of average inflation rate consumer prices (in %),2024,3.5,Lao People's Democratic Republic
2600,LBN,Change of average inflation rate consumer prices (in %),2024,,Lebanon
2601,LBR,Change of average inflation rate consumer prices (in %),2024,5.9,Liberia
2602,LBY,Change of average inflation rate consumer prices (in %),2024,2.9,Libya
2603,LCA,Change of average inflation rate consumer prices (in %),2024,2.1,Saint Lucia
2604,LKA,Change of average inflation rate consumer prices (in %),2024,8.7,Sri Lanka
2605,LSO,Change of average inflation rate consumer prices (in %),2024,5.5,Lesotho
2611,MAR,Change of average inflation rate consumer prices (in %),2024,2.8,Morocco
2612,MDA,Change of average inflation rate consumer prices (in %),2024,5.0,Moldova
2613,MDG,Change of average inflation rate consumer prices (in %),2024,8.8,Madagascar
2614,MDV,Change of average inflation rate consumer prices (in %),2024,2.8,Maldives
2617,MEX,Change of average inflation rate consumer prices (in %),2024,3.9,Mexico
2618,MHL,Change of average inflation rate consumer prices (in %),2024,2.1,Marshall Islands
2619,MKD,Change of average inflation rate consumer prices (in %),2024,3.5,North Macedonia
2620,MLI,Change of average inflation rate consumer prices (in %),2024,2.8,Mali
2622,MMR,Change of average inflation rate consumer prices (in %),2024,7.8,Myanmar
2623,MNE,Change of average inflation rate consumer prices (in %),2024,5.0,Montenegro
2624,MNG,Change of average inflation rate consumer prices (in %),2024,8.8,Mongolia
2625,MOZ,Change of average inflation rate consumer prices (in %),2024,6.5,Mozambique
2626,MRT,Change of average inflation rate consumer prices (in %),2024,7.0,Mauritania
2627,MUS,Change of average inflation rate consumer prices (in %),2024,6.9,Mauritius
